,0,1,2
30838,6662.0,33.0,1.0
30839,6662.0,40.0,1.0
30840,6663.0,19.0,1.0
30841,6663.0,21.0,1.0
30842,6663.0,26.0,1.0
30843,6664.0,26.0,1.0
30844,6665.0,24.0,1.0
30845,6665.0,28.0,1.0
30846,6665.0,29.0,1.0
30847,6665.0,31.0,1.0
30848,6665.0,50.0,3.0
30849,6666.0,22.0,1.0
30850,6666.0,32.0,2.0
30851,6667.0,19.0,1.0
30852,6667.0,22.0,2.0
30853,6667.0,25.0,1.0
30854,6667.0,28.0,2.0
30855,6667.0,30.0,2.0
30856,6667.0,33.0,1.0
30857,6667.0,50.0,1.0
30858,6668.0,22.0,1.0
30859,6668.0,25.0,1.0
30860,6668.0,35.0,1.0
30861,6668.0,45.0,1.0
30862,6669.0,23.0,1.0
30863,6669.0,40.0,1.0
30864,6670.0,25.0,2.0
30865,6670.0,27.0,1.0
30866,6670.0,31.0,1.0
30867,6670.0,35.0,1.0
30868,6670.0,50.0,1.0
30869,6670.0,53.0,1.0
30870,6671.0,19.0,1.0
30871,6671.0,26.0,1.0
30872,6671.0,29.0,1.0
30873,6671.0,30.0,1.0
30874,6671.0,50.0,1.0
30875,6672.0,23.0,2.0
30876,6672.0,28.0,1.0
30877,6672.0,30.0,1.0
30878,6672.0,35.0,1.0
30879,6672.0,36.0,1.0
30880,6673.0,50.0,1.0
30881,6674.0,24.0,1.0
30882,6675.0,20.0,1.0
30883,6675.0,22.0,1.0
30884,6675.0,30.0,1.0
30885,6675.0,50.0,1.0
30886,6676.0,22.0,2.0
30887,6676.0,25.0,1.0
30888,6676.0,26.0,1.0
30889,6676.0,27.0,1.0
30890,6676.0,28.0,2.0
30891,6676.0,31.0,1.0
30892,6676.0,32.0,1.0
30893,6676.0,50.0,1.0
30894,6677.0,22.0,1.0
30895,6677.0,26.0,1.0
30896,6677.0,32.0,1.0
30897,6677.0,38.0,1.0
30898,6678.0,17.0,1.0
30899,6678.0,19.0,1.0
30900,6678.0,20.0,1.0
30901,6678.0,22.0,1.0
30902,6678.0,24.0,1.0
30903,6678.0,27.0,1.0
30904,6678.0,30.0,1.0
30905,6678.0,32.0,1.0
30906,6678.0,50.0,1.0
30907,6678.0,53.0,1.0
30908,6679.0,25.0,1.0
30909,6679.0,29.0,1.0
30910,6679.0,30.0,1.0
30911,6679.0,41.0,1.0
30912,6680.0,21.0,1.0
30913,6680.0,22.0,1.0
30914,6680.0,23.0,1.0
30915,6680.0,27.0,1.0
30916,6680.0,30.0,1.0
30917,6680.0,35.0,1.0
30918,6680.0,45.0,2.0
30919,6681.0,21.0,1.0
30920,6681.0,23.0,1.0
30921,6681.0,26.0,2.0
30922,6681.0,40.0,1.0
30923,6681.0,50.0,1.0
30924,6682.0,21.0,1.0
30925,6682.0,22.0,1.0
30926,6683.0,22.0,1.0
30927,6683.0,23.0,2.0
30928,6683.0,26.0,1.0
30929,6683.0,28.0,1.0
30930,6683.0,30.0,1.0
30931,6683.0,50.0,1.0
30932,6684.0,21.0,1.0
30933,6684.0,50.0,1.0
30934,6685.0,22.0,1.0
30935,6685.0,30.0,1.0
30936,6685.0,32.0,1.0
30937,6685.0,50.0,1.0
30938,6686.0,26.0,1.0
30939,6686.0,27.0,1.0
30940,6686.0,30.0,1.0
30941,6686.0,31.0,1.0
30942,6686.0,32.0,1.0
30943,6686.0,50.0,2.0
30944,6687.0,25.0,1.0
30945,6687.0,35.0,1.0
30946,6687.0,38.0,1.0
30947,6688.0,18.0,1.0
30948,6688.0,23.0,1.0
30949,6688.0,28.0,1.0
30950,6688.0,30.0,1.0
30951,6688.0,40.0,1.0
30952,6688.0,50.0,1.0
30953,6689.0,29.0,1.0
30954,6689.0,30.0,2.0
30955,6689.0,32.0,1.0
30956,6689.0,40.0,1.0
30957,6690.0,21.0,1.0
30958,6690.0,22.0,1.0
30959,6690.0,23.0,1.0
30960,6690.0,26.0,1.0
30961,6690.0,27.0,1.0
30962,6691.0,22.0,1.0
30963,6691.0,24.0,1.0
30964,6691.0,26.0,2.0
30965,6691.0,27.0,1.0
30966,6691.0,32.0,1.0
30967,6691.0,40.0,1.0
30968,6693.0,21.0,1.0
30969,6693.0,23.0,1.0
30970,6693.0,24.0,1.0
30971,6693.0,26.0,1.0
30972,6693.0,45.0,1.0
30973,6693.0,53.0,1.0
30974,6694.0,23.0,1.0
30975,6694.0,25.0,1.0
30976,6694.0,30.0,2.0
30977,6694.0,32.0,2.0
30978,6694.0,33.0,1.0
30979,6695.0,17.0,1.0
30980,6695.0,19.0,1.0
30981,6695.0,20.0,1.0
30982,6695.0,22.0,1.0
30983,6695.0,28.0,1.0
30984,6695.0,32.0,1.0
30985,6696.0,19.0,1.0
30986,6696.0,24.0,1.0
30987,6696.0,28.0,1.0
30988,6696.0,30.0,1.0
30989,6696.0,40.0,1.0
30990,6696.0,50.0,1.0
30991,6697.0,17.0,1.0
30992,6697.0,21.0,1.0
30993,6697.0,22.0,3.0
30994,6697.0,23.0,1.0
30995,6697.0,26.0,1.0
30996,6697.0,28.0,1.0
30997,6697.0,32.0,1.0
30998,6697.0,40.0,1.0
30999,6698.0,25.0,2.0
31000,6698.0,26.0,1.0
31001,6698.0,27.0,1.0
31002,6699.0,24.0,1.0
31003,6699.0,30.0,1.0
31004,6699.0,40.0,1.0
31005,6700.0,23.0,1.0
31006,6700.0,24.0,1.0
31007,6700.0,32.0,1.0
31008,6700.0,35.0,1.0
31009,6701.0,15.0,1.0
31010,6701.0,19.0,1.0
31011,6701.0,21.0,1.0
31012,6701.0,29.0,1.0
31013,6701.0,32.0,2.0
31014,6702.0,25.0,1.0
31015,6702.0,53.0,1.0
31016,6703.0,19.0,1.0
31017,6703.0,21.0,3.0
31018,6703.0,22.0,2.0
31019,6703.0,23.0,1.0
31020,6703.0,27.0,1.0
31021,6703.0,32.0,1.0
31022,6704.0,15.0,1.0
31023,6704.0,22.0,1.0
31024,6704.0,24.0,1.0
31025,6704.0,26.0,1.0
31026,6704.0,30.0,1.0
31027,6704.0,50.0,2.0
31028,6705.0,20.0,1.0
31029,6705.0,26.0,1.0
31030,6705.0,30.0,1.0
31031,6705.0,40.0,1.0
31032,6706.0,24.0,1.0
31033,6706.0,30.0,1.0
31034,6706.0,31.0,1.0
31035,6706.0,50.0,1.0
31036,6707.0,19.0,1.0
31037,6707.0,26.0,1.0
31038,6707.0,32.0,1.0
31039,6707.0,34.0,1.0
31040,6708.0,26.0,1.0
31041,6708.0,28.0,1.0
31042,6708.0,32.0,1.0
31043,6708.0,35.0,1.0
31044,6709.0,22.0,1.0
31045,6709.0,26.0,2.0
31046,6709.0,29.0,1.0
31047,6709.0,30.0,1.0
31048,6709.0,40.0,1.0
31049,6709.0,50.0,1.0
31050,6710.0,22.0,1.0
31051,6710.0,25.0,1.0
31052,6710.0,26.0,1.0
31053,6710.0,27.0,1.0
31054,6710.0,28.0,1.0
31055,6710.0,30.0,1.0
31056,6710.0,32.0,1.0
31057,6710.0,40.0,1.0
31058,6710.0,43.0,1.0
31059,6710.0,53.0,1.0
31060,6711.0,20.0,1.0
31061,6711.0,22.0,1.0
31062,6711.0,23.0,1.0
31063,6711.0,40.0,1.0
31064,6711.0,50.0,1.0
31065,6712.0,32.0,1.0
31066,6712.0,50.0,1.0
31067,6713.0,20.0,1.0
31068,6713.0,25.0,1.0
31069,6713.0,30.0,1.0
31070,6713.0,32.0,1.0
31071,6713.0,39.0,1.0
31072,6713.0,50.0,1.0
31073,6713.0,53.0,1.0
31074,6714.0,21.0,1.0
31075,6714.0,24.0,1.0
31076,6714.0,26.0,1.0
31077,6714.0,28.0,1.0
31078,6714.0,29.0,1.0
31079,6714.0,35.0,1.0
31080,6714.0,40.0,1.0
31081,6715.0,20.0,2.0
31082,6715.0,21.0,1.0
31083,6715.0,26.0,2.0
31084,6715.0,30.0,1.0
31085,6715.0,50.0,1.0
31086,6716.0,20.0,1.0
31087,6716.0,23.0,1.0
31088,6716.0,29.0,1.0
31089,6716.0,30.0,1.0
31090,6716.0,50.0,2.0
31091,6717.0,21.0,1.0
31092,6717.0,28.0,1.0
31093,6717.0,30.0,1.0
31094,6717.0,40.0,1.0
31095,6717.0,50.0,2.0
31096,6718.0,23.0,1.0
31097,6718.0,24.0,1.0
31098,6718.0,25.0,1.0
31099,6718.0,28.0,1.0
31100,6718.0,50.0,1.0
31101,6719.0,18.0,1.0
31102,6719.0,23.0,1.0
31103,6719.0,26.0,1.0
31104,6719.0,28.0,1.0
31105,6719.0,30.0,1.0
31106,6719.0,33.0,1.0
31107,6719.0,35.0,2.0
31108,6719.0,50.0,2.0
31109,6720.0,21.0,1.0
31110,6720.0,22.0,1.0
31111,6720.0,24.0,1.0
31112,6720.0,26.0,1.0
31113,6720.0,40.0,1.0
31114,6721.0,24.0,1.0
31115,6721.0,27.0,2.0
31116,6721.0,31.0,1.0
31117,6721.0,32.0,1.0
31118,6721.0,35.0,1.0
31119,6722.0,20.0,1.0
31120,6722.0,23.0,2.0
31121,6722.0,27.0,1.0
31122,6722.0,32.0,1.0
31123,6722.0,50.0,1.0
31124,6723.0,22.0,1.0
31125,6723.0,32.0,1.0
31126,6723.0,38.0,1.0
31127,6723.0,40.0,1.0
31128,6723.0,45.0,1.0
31129,6724.0,22.0,1.0
31130,6724.0,23.0,1.0
31131,6724.0,25.0,1.0
31132,6724.0,26.0,2.0
31133,6724.0,27.0,1.0
31134,6724.0,29.0,1.0
31135,6724.0,31.0,1.0
31136,6724.0,40.0,1.0
31137,6724.0,45.0,1.0
31138,6725.0,24.0,3.0
31139,6725.0,30.0,1.0
31140,6725.0,32.0,2.0
31141,6725.0,40.0,1.0
31142,6725.0,45.0,2.0
31143,6725.0,50.0,1.0
31144,6726.0,19.0,1.0
31145,6726.0,23.0,2.0
31146,6726.0,32.0,1.0
31147,6726.0,35.0,1.0
31148,6727.0,20.0,1.0
31149,6727.0,22.0,1.0
31150,6727.0,24.0,1.0
31151,6727.0,25.0,2.0
31152,6727.0,26.0,1.0
31153,6727.0,35.0,1.0
31154,6727.0,37.0,1.0
31155,6728.0,17.0,1.0
31156,6728.0,20.0,1.0
31157,6728.0,22.0,1.0
31158,6728.0,24.0,1.0
31159,6728.0,40.0,1.0
31160,6729.0,21.0,1.0
31161,6729.0,26.0,1.0
31162,6729.0,30.0,1.0
31163,6729.0,32.0,1.0
31164,6729.0,50.0,1.0
31165,6730.0,22.0,1.0
31166,6730.0,23.0,2.0
31167,6730.0,26.0,1.0
31168,6730.0,27.0,1.0
31169,6730.0,28.0,2.0
31170,6730.0,35.0,2.0
31171,6730.0,45.0,1.0
31172,6731.0,15.0,1.0
31173,6731.0,17.0,1.0
31174,6731.0,21.0,1.0
31175,6731.0,28.0,1.0
31176,6732.0,22.0,1.0
31177,6732.0,25.0,1.0
31178,6733.0,21.0,1.0
31179,6733.0,22.0,2.0
31180,6733.0,25.0,2.0
31181,6733.0,28.0,1.0
31182,6733.0,30.0,1.0
31183,6733.0,32.0,1.0
31184,6733.0,40.0,1.0
31185,6733.0,45.0,1.0
31186,6734.0,18.0,1.0
31187,6734.0,22.0,1.0
31188,6734.0,23.0,1.0
31189,6734.0,26.0,2.0
31190,6734.0,28.0,1.0
31191,6735.0,19.0,1.0
31192,6735.0,20.0,1.0
31193,6735.0,22.0,1.0
31194,6735.0,30.0,1.0
31195,6736.0,21.0,1.0
31196,6736.0,28.0,1.0
31197,6736.0,30.0,1.0
31198,6736.0,40.0,1.0
31199,6736.0,50.0,1.0
31200,6737.0,25.0,1.0
31201,6737.0,26.0,1.0
31202,6737.0,27.0,1.0
31203,6738.0,20.0,1.0
31204,6738.0,21.0,1.0
31205,6738.0,23.0,1.0
31206,6738.0,25.0,1.0
31207,6738.0,27.0,1.0
31208,6738.0,32.0,2.0
31209,6738.0,38.0,1.0
31210,6738.0,40.0,2.0
31211,6738.0,45.0,1.0
31212,6739.0,20.0,1.0
31213,6739.0,21.0,1.0
31214,6739.0,24.0,1.0
31215,6739.0,25.0,1.0
31216,6739.0,27.0,1.0
31217,6739.0,40.0,1.0
31218,6739.0,50.0,3.0
31219,6740.0,21.0,1.0
31220,6740.0,23.0,1.0
31221,6740.0,24.0,1.0
31222,6740.0,30.0,1.0
31223,6740.0,50.0,1.0
31224,6741.0,23.0,1.0
31225,6741.0,31.0,1.0
31226,6741.0,32.0,1.0
31227,6742.0,24.0,1.0
31228,6742.0,26.0,2.0
31229,6742.0,30.0,2.0
31230,6742.0,32.0,1.0
31231,6742.0,35.0,1.0
31232,6742.0,40.0,1.0
31233,6742.0,50.0,1.0
31234,6742.0,53.0,1.0
31235,6743.0,29.0,1.0
31236,6743.0,32.0,2.0
31237,6743.0,38.0,1.0
31238,6744.0,22.0,2.0
31239,6744.0,30.0,1.0
31240,6744.0,32.0,1.0
31241,6744.0,33.0,1.0
31242,6745.0,15.0,1.0
31243,6745.0,17.0,1.0
31244,6745.0,21.0,1.0
31245,6745.0,24.0,1.0
31246,6745.0,31.0,1.0
31247,6745.0,32.0,1.0
31248,6745.0,35.0,1.0
31249,6746.0,26.0,1.0
31250,6746.0,32.0,2.0
31251,6746.0,50.0,1.0
31252,6747.0,22.0,1.0
31253,6747.0,23.0,1.0
31254,6747.0,25.0,1.0
31255,6747.0,28.0,1.0
31256,6747.0,40.0,4.0
31257,6747.0,43.0,2.0
31258,6748.0,24.0,1.0
31259,6748.0,25.0,2.0
31260,6748.0,32.0,1.0
31261,6748.0,40.0,2.0
31262,6749.0,17.0,1.0
31263,6749.0,18.0,1.0
31264,6749.0,25.0,1.0
31265,6749.0,28.0,1.0
31266,6749.0,30.0,2.0
31267,6749.0,40.0,1.0
31268,6750.0,9.0,1.0
31269,6750.0,19.0,1.0
31270,6750.0,20.0,1.0
31271,6750.0,22.0,1.0
31272,6750.0,30.0,1.0
31273,6750.0,32.0,1.0
31274,6751.0,13.0,1.0
31275,6751.0,23.0,1.0
31276,6751.0,35.0,1.0
31277,6752.0,17.0,1.0
31278,6752.0,24.0,1.0
31279,6752.0,30.0,1.0
31280,6752.0,32.0,2.0
31281,6752.0,50.0,1.0
31282,6753.0,18.0,1.0
31283,6753.0,19.0,1.0
31284,6753.0,30.0,1.0
31285,6753.0,31.0,1.0
31286,6753.0,35.0,1.0
31287,6753.0,40.0,2.0
31288,6754.0,17.0,1.0
31289,6754.0,19.0,1.0
31290,6754.0,22.0,1.0
31291,6754.0,23.0,1.0
31292,6754.0,24.0,1.0
31293,6754.0,25.0,2.0
31294,6754.0,27.0,1.0
31295,6754.0,30.0,3.0
31296,6754.0,38.0,1.0
31297,6754.0,40.0,2.0
31298,6754.0,50.0,1.0
31299,6754.0,52.0,1.0
31300,6755.0,17.0,1.0
31301,6755.0,21.0,1.0
31302,6755.0,22.0,1.0
31303,6755.0,23.0,1.0
31304,6755.0,26.0,1.0
31305,6755.0,32.0,1.0
31306,6755.0,33.0,1.0
31307,6755.0,40.0,2.0
31308,6755.0,50.0,1.0
31309,6756.0,22.0,1.0
31310,6756.0,23.0,1.0
31311,6756.0,26.0,1.0
31312,6756.0,27.0,1.0
31313,6757.0,29.0,1.0
31314,6757.0,30.0,1.0
31315,6757.0,32.0,1.0
31316,6757.0,35.0,1.0
31317,6757.0,40.0,1.0
31318,6758.0,26.0,2.0
31319,6758.0,30.0,1.0
31320,6758.0,50.0,1.0
31321,6759.0,32.0,1.0
31322,6759.0,53.0,1.0
31323,6760.0,27.0,1.0
31324,6760.0,29.0,1.0
31325,6760.0,53.0,1.0
31326,6761.0,20.0,1.0
31327,6761.0,25.0,1.0
31328,6761.0,26.0,1.0
31329,6761.0,30.0,1.0
31330,6761.0,35.0,1.0
31331,6761.0,50.0,1.0
31332,6762.0,30.0,1.0
31333,6762.0,50.0,2.0
31334,6763.0,25.0,1.0
31335,6763.0,26.0,2.0
31336,6763.0,27.0,1.0
31337,6763.0,28.0,2.0
31338,6763.0,30.0,1.0
31339,6763.0,32.0,2.0
31340,6763.0,40.0,1.0
31341,6764.0,23.0,1.0
31342,6764.0,50.0,1.0
31343,6765.0,17.0,1.0
31344,6765.0,22.0,1.0
31345,6765.0,25.0,1.0
31346,6765.0,28.0,2.0
31347,6765.0,35.0,1.0
31348,6765.0,40.0,1.0
31349,6766.0,15.0,1.0
31350,6766.0,23.0,1.0
31351,6766.0,28.0,1.0
31352,6766.0,30.0,1.0
31353,6766.0,50.0,2.0
31354,6767.0,22.0,1.0
31355,6767.0,26.0,1.0
31356,6767.0,28.0,1.0
31357,6767.0,29.0,1.0
31358,6767.0,31.0,1.0
31359,6767.0,35.0,1.0
31360,6768.0,19.0,1.0
31361,6768.0,26.0,1.0
31362,6768.0,30.0,1.0
31363,6768.0,32.0,1.0
31364,6768.0,35.0,1.0
31365,6768.0,50.0,1.0
31366,6769.0,25.0,1.0
31367,6769.0,26.0,1.0
31368,6769.0,28.0,1.0
31369,6769.0,32.0,1.0
31370,6769.0,35.0,1.0
31371,6770.0,23.0,1.0
31372,6770.0,24.0,1.0
31373,6770.0,25.0,2.0
31374,6770.0,26.0,1.0
31375,6770.0,27.0,1.0
31376,6770.0,28.0,1.0
31377,6770.0,35.0,2.0
31378,6770.0,50.0,1.0
31379,6771.0,22.0,1.0
31380,6771.0,23.0,1.0
31381,6771.0,27.0,1.0
31382,6771.0,40.0,2.0
31383,6771.0,50.0,1.0
31384,6772.0,25.0,1.0
31385,6772.0,28.0,1.0
31386,6772.0,30.0,2.0
31387,6772.0,40.0,1.0
31388,6772.0,50.0,1.0
31389,6773.0,21.0,1.0
31390,6773.0,22.0,1.0
31391,6773.0,23.0,1.0
31392,6773.0,28.0,1.0
31393,6774.0,26.0,1.0
31394,6774.0,32.0,2.0
31395,6774.0,50.0,1.0
31396,6775.0,20.0,1.0
31397,6775.0,23.0,2.0
31398,6775.0,26.0,1.0
31399,6775.0,33.0,1.0
31400,6775.0,40.0,1.0
31401,6776.0,19.0,1.0
31402,6776.0,23.0,1.0
31403,6776.0,26.0,1.0
31404,6776.0,40.0,1.0
31405,6777.0,20.0,1.0
31406,6777.0,23.0,1.0
31407,6777.0,28.0,2.0
31408,6777.0,32.0,1.0
31409,6778.0,22.0,1.0
31410,6778.0,25.0,1.0
31411,6778.0,26.0,1.0
31412,6778.0,35.0,1.0
31413,6778.0,40.0,1.0
31414,6779.0,19.0,1.0
31415,6779.0,23.0,1.0
31416,6779.0,24.0,1.0
31417,6779.0,25.0,1.0
31418,6779.0,26.0,1.0
31419,6779.0,35.0,1.0
31420,6779.0,50.0,1.0
31421,6780.0,19.0,1.0
31422,6780.0,28.0,1.0
31423,6780.0,40.0,1.0
31424,6780.0,50.0,1.0
31425,6781.0,25.0,4.0
31426,6781.0,26.0,2.0
31427,6781.0,27.0,1.0
31428,6781.0,28.0,1.0
31429,6781.0,30.0,1.0
31430,6782.0,17.0,1.0
31431,6782.0,23.0,2.0
31432,6782.0,24.0,1.0
31433,6782.0,27.0,1.0
31434,6782.0,32.0,1.0
31435,6782.0,53.0,1.0
31436,6783.0,23.0,1.0
31437,6783.0,26.0,1.0
31438,6784.0,25.0,1.0
31439,6784.0,26.0,1.0
31440,6784.0,34.0,1.0
31441,6785.0,22.0,1.0
31442,6785.0,25.0,1.0
31443,6785.0,30.0,1.0
31444,6785.0,32.0,4.0
31445,6786.0,24.0,2.0
31446,6786.0,31.0,1.0
31447,6786.0,35.0,2.0
31448,6787.0,17.0,1.0
31449,6787.0,20.0,1.0
31450,6787.0,23.0,1.0
31451,6787.0,25.0,1.0
31452,6787.0,32.0,1.0
31453,6787.0,35.0,1.0
31454,6788.0,24.0,1.0
31455,6788.0,26.0,1.0
31456,6788.0,38.0,1.0
31457,6788.0,40.0,1.0
31458,6788.0,50.0,1.0
31459,6789.0,24.0,1.0
31460,6789.0,26.0,1.0
31461,6789.0,30.0,1.0
31462,6789.0,40.0,1.0
31463,6789.0,50.0,1.0
31464,6790.0,18.0,1.0
31465,6790.0,21.0,1.0
31466,6790.0,24.0,1.0
31467,6790.0,26.0,1.0
31468,6790.0,28.0,1.0
31469,6790.0,32.0,2.0
31470,6791.0,25.0,1.0
31471,6791.0,27.0,1.0
31472,6791.0,38.0,1.0
31473,6791.0,39.0,1.0
31474,6792.0,21.0,2.0
31475,6792.0,28.0,2.0
31476,6792.0,45.0,1.0
31477,6793.0,23.0,2.0
31478,6793.0,24.0,1.0
31479,6793.0,29.0,1.0
31480,6793.0,30.0,1.0
31481,6793.0,32.0,1.0
31482,6793.0,35.0,1.0
31483,6793.0,50.0,1.0
31484,6794.0,22.0,1.0
31485,6794.0,32.0,1.0
31486,6794.0,50.0,2.0
31487,6795.0,21.0,1.0
31488,6795.0,25.0,1.0
31489,6795.0,40.0,1.0
31490,6796.0,22.0,1.0
31491,6796.0,23.0,1.0
31492,6796.0,24.0,1.0
31493,6796.0,26.0,2.0
31494,6796.0,28.0,1.0
31495,6796.0,30.0,1.0
31496,6796.0,32.0,1.0
31497,6796.0,35.0,1.0
31498,6796.0,40.0,1.0
31499,6796.0,45.0,1.0
31500,6797.0,28.0,1.0
31501,6797.0,30.0,1.0
31502,6797.0,33.0,1.0
31503,6797.0,50.0,1.0
31504,6798.0,23.0,1.0
31505,6798.0,24.0,1.0
31506,6798.0,27.0,2.0
31507,6798.0,30.0,1.0
31508,6798.0,32.0,2.0
31509,6798.0,40.0,1.0
31510,6799.0,15.0,1.0
31511,6799.0,19.0,1.0
31512,6799.0,22.0,2.0
31513,6799.0,25.0,2.0
31514,6799.0,27.0,1.0
31515,6799.0,45.0,1.0
31516,6800.0,17.0,1.0
31517,6800.0,22.0,1.0
31518,6800.0,26.0,1.0
31519,6800.0,33.0,1.0
31520,6800.0,50.0,1.0
31521,6801.0,21.0,2.0
31522,6801.0,24.0,1.0
31523,6801.0,26.0,1.0
31524,6801.0,27.0,1.0
31525,6801.0,28.0,1.0
31526,6801.0,29.0,1.0
31527,6801.0,32.0,1.0
31528,6801.0,50.0,2.0
31529,6802.0,38.0,1.0
31530,6802.0,40.0,1.0
31531,6803.0,26.0,1.0
31532,6803.0,27.0,1.0
31533,6803.0,29.0,1.0
31534,6803.0,30.0,1.0
31535,6803.0,32.0,2.0
31536,6803.0,35.0,1.0
31537,6804.0,26.0,1.0
31538,6805.0,17.0,1.0
31539,6805.0,23.0,1.0
31540,6805.0,24.0,1.0
31541,6805.0,28.0,1.0
31542,6805.0,29.0,1.0
31543,6805.0,35.0,1.0
31544,6805.0,50.0,1.0
31545,6806.0,16.0,1.0
31546,6806.0,23.0,2.0
31547,6806.0,27.0,2.0
31548,6806.0,28.0,1.0
31549,6806.0,30.0,1.0
31550,6806.0,35.0,2.0
31551,6806.0,50.0,1.0
31552,6807.0,17.0,1.0
31553,6807.0,21.0,1.0
31554,6807.0,50.0,1.0
31555,6808.0,19.0,1.0
31556,6808.0,23.0,1.0
31557,6808.0,24.0,1.0
31558,6808.0,25.0,1.0
31559,6808.0,29.0,1.0
31560,6808.0,30.0,1.0
31561,6808.0,40.0,1.0
31562,6808.0,50.0,1.0
31563,6809.0,25.0,1.0
31564,6809.0,26.0,1.0
31565,6809.0,31.0,1.0
31566,6809.0,35.0,1.0
31567,6810.0,22.0,2.0
31568,6810.0,26.0,1.0
31569,6810.0,50.0,2.0
31570,6810.0,52.0,1.0
31571,6811.0,17.0,2.0
31572,6811.0,21.0,1.0
31573,6811.0,26.0,2.0
31574,6811.0,27.0,1.0
31575,6811.0,32.0,2.0
31576,6811.0,35.0,1.0
31577,6811.0,40.0,1.0
31578,6812.0,15.0,1.0
31579,6812.0,22.0,1.0
31580,6812.0,28.0,1.0
31581,6812.0,30.0,2.0
31582,6812.0,43.0,1.0
31583,6813.0,19.0,1.0
31584,6813.0,31.0,1.0
31585,6813.0,53.0,1.0
31586,6814.0,21.0,1.0
31587,6814.0,23.0,1.0
31588,6814.0,24.0,1.0
31589,6814.0,33.0,1.0
31590,6814.0,45.0,1.0
31591,6814.0,50.0,1.0
31592,6815.0,11.0,1.0
31593,6815.0,18.0,1.0
31594,6815.0,22.0,1.0
31595,6815.0,23.0,2.0
31596,6815.0,25.0,1.0
31597,6815.0,26.0,1.0
31598,6815.0,27.0,1.0
31599,6816.0,22.0,1.0
31600,6816.0,25.0,3.0
31601,6816.0,26.0,1.0
31602,6816.0,27.0,1.0
31603,6816.0,32.0,1.0
31604,6816.0,35.0,1.0
31605,6816.0,50.0,1.0
31606,6817.0,19.0,1.0
31607,6817.0,26.0,1.0
31608,6817.0,29.0,1.0
31609,6817.0,30.0,1.0
31610,6818.0,17.0,1.0
31611,6818.0,20.0,1.0
31612,6818.0,23.0,1.0
31613,6818.0,25.0,1.0
31614,6818.0,28.0,1.0
31615,6818.0,39.0,1.0
31616,6818.0,50.0,1.0
31617,6819.0,22.0,1.0
31618,6819.0,26.0,1.0
31619,6819.0,45.0,1.0
31620,6820.0,22.0,1.0
31621,6820.0,25.0,1.0
31622,6820.0,35.0,1.0
31623,6820.0,45.0,1.0
31624,6820.0,50.0,3.0
31625,6821.0,17.0,1.0
31626,6821.0,21.0,1.0
31627,6821.0,22.0,1.0
31628,6821.0,24.0,1.0
31629,6821.0,25.0,1.0
31630,6821.0,26.0,1.0
31631,6821.0,31.0,1.0
31632,6821.0,32.0,1.0
31633,6822.0,24.0,1.0
31634,6822.0,27.0,1.0
31635,6822.0,40.0,1.0
31636,6822.0,50.0,1.0
31637,6823.0,25.0,1.0
31638,6823.0,53.0,1.0
31639,6824.0,19.0,1.0
31640,6824.0,23.0,2.0
31641,6824.0,27.0,1.0
31642,6824.0,32.0,1.0
31643,6825.0,23.0,1.0
31644,6825.0,29.0,1.0
31645,6825.0,30.0,1.0
31646,6825.0,40.0,1.0
31647,6825.0,53.0,1.0
31648,6826.0,20.0,2.0
31649,6826.0,21.0,1.0
31650,6826.0,25.0,2.0
31651,6826.0,28.0,1.0
31652,6826.0,50.0,3.0
31653,6827.0,28.0,1.0
31654,6827.0,30.0,1.0
31655,6827.0,33.0,1.0
31656,6827.0,34.0,1.0
31657,6827.0,40.0,1.0
31658,6828.0,20.0,1.0
31659,6828.0,22.0,1.0
31660,6828.0,23.0,1.0
31661,6828.0,24.0,1.0
31662,6828.0,30.0,3.0
31663,6828.0,31.0,1.0
31664,6828.0,40.0,1.0
31665,6828.0,50.0,1.0
31666,6829.0,22.0,2.0
31667,6829.0,35.0,2.0
31668,6829.0,50.0,1.0
31669,6830.0,15.0,1.0
31670,6830.0,22.0,1.0
31671,6830.0,26.0,3.0
31672,6830.0,28.0,1.0
31673,6830.0,35.0,1.0
31674,6831.0,20.0,1.0
31675,6831.0,25.0,1.0
31676,6831.0,31.0,1.0
31677,6831.0,35.0,1.0
31678,6831.0,40.0,1.0
31679,6832.0,19.0,1.0
31680,6832.0,30.0,2.0
31681,6832.0,33.0,1.0
31682,6832.0,40.0,1.0
31683,6833.0,24.0,1.0
31684,6833.0,26.0,1.0
31685,6833.0,30.0,1.0
31686,6833.0,53.0,1.0
31687,6834.0,16.0,1.0
31688,6834.0,22.0,2.0
31689,6834.0,26.0,1.0
31690,6834.0,28.0,1.0
31691,6834.0,30.0,1.0
31692,6834.0,32.0,1.0
31693,6834.0,35.0,2.0
31694,6834.0,40.0,1.0
31695,6834.0,50.0,1.0
31696,6835.0,22.0,1.0
31697,6835.0,23.0,1.0
31698,6835.0,24.0,1.0
31699,6835.0,27.0,1.0
31700,6835.0,35.0,1.0
31701,6835.0,40.0,1.0
31702,6836.0,23.0,1.0
31703,6836.0,24.0,1.0
31704,6836.0,30.0,1.0
31705,6836.0,40.0,1.0
31706,6837.0,17.0,1.0
31707,6837.0,18.0,1.0
31708,6837.0,20.0,1.0
31709,6837.0,21.0,1.0
31710,6837.0,23.0,1.0
31711,6837.0,25.0,2.0
